feature_1,feature_2,target
-1.397564019912334254e+00,6.869629782547249930e-02,1.000000000000000000e+00
-1.279242618258830566e+00,-4.468452441296430488e-01,1.000000000000000000e+00
1.524009103440611690e-01,4.082550704366213479e-01,0.000000000000000000e+00
5.675321556415203750e-01,-1.425616385948650366e+00,1.000000000000000000e+00
-5.734071606772003227e-01,-9.507719760064839432e-02,0.000000000000000000e+00
-6.443126759967249262e-01,2.212716899768613077e-01,0.000000000000000000e+00
-9.098090811670168643e-01,-1.149051521643522866e+00,1.000000000000000000e+00
-5.646890956492420788e-01,-1.672118464783060587e-01,0.000000000000000000e+00
3.932671152196193232e-01,-2.219090779828042370e-01,0.000000000000000000e+00
-9.803586065856203513e-01,-1.115724502253655714e+00,1.000000000000000000e+00
-2.505013058209791810e-01,3.668893511848954070e-01,0.000000000000000000e+00
-2.229817527144440925e-01,1.537219863290913091e+00,1.000000000000000000e+00
1.569346714822663191e+00,7.711920712238276576e-02,1.000000000000000000e+00
6.577714768928548394e-02,1.656775289377964810e+00,1.000000000000000000e+00
-6.715916286607092056e-01,1.140460450730395925e+00,1.000000000000000000e+00
1.513749910304656554e+00,-2.725471718479682837e-01,1.000000000000000000e+00
-8.760156214948883191e-02,-6.351461650237986145e-01,0.000000000000000000e+00
1.263308207893897722e-02,1.396852459829088788e+00,1.000000000000000000e+00
-1.410734153976104466e+00,6.975717627926414366e-01,1.000000000000000000e+00
-4.278309697730759975e-01,1.788853770893292228e-01,0.000000000000000000e+00
-3.094498155318390342e-01,-3.325378035243573005e-01,0.000000000000000000e+00
-5.875519161696358683e-01,-1.351321054613155714e-01,0.000000000000000000e+00
-5.629835679733139475e-01,-6.727792290252840313e-02,0.000000000000000000e+00
-8.953985380932667493e-01,9.470948942757527744e-01,1.000000000000000000e+00
4.287202951086014902e-01,1.442935291742166726e+00,1.000000000000000000e+00
5.953384893969800029e-02,4.318083408037499682e-01,0.000000000000000000e+00
5.700768096167521670e-02,3.657883215670875154e-01,0.000000000000000000e+00
-6.614759661913999222e-01,-1.284934353303128107e+00,1.000000000000000000e+00
-1.501584327030579979e+00,-1.536192709156843916e-01,1.000000000000000000e+00
-5.750110348217021272e-01,1.433322182797555966e+00,1.000000000000000000e+00
2.200921127289818258e-01,-3.463468363596434174e-01,0.000000000000000000e+00
2.508891673315565840e-01,-1.365826438003227228e+00,1.000000000000000000e+00
-1.021088054031365211e-01,5.096864656772963631e-01,0.000000000000000000e+00
-1.516275333502845823e+00,-9.253333351060666345e-02,1.000000000000000000e+00
-2.429452162479107669e-01,-3.724108170254490369e-01,0.000000000000000000e+00
1.356195083716108529e+00,5.285972481686588287e-01,1.000000000000000000e+00
-4.582103571055532454e-01,3.438211568736325718e-01,0.000000000000000000e+00
-2.161129678253859709e-01,-3.505368614379226755e-01,0.000000000000000000e+00
-1.408126594086148931e+00,-3.995342180826179090e-01,1.000000000000000000e+00
-6.339170676428486084e-01,1.817809560414197501e-01,0.000000000000000000e+00
-1.364805842178257178e+00,-1.395299476414917916e-01,1.000000000000000000e+00
2.212515836250615320e-01,1.467729037565026484e+00,1.000000000000000000e+00
-9.118724059913841939e-01,1.041395909530393293e+00,1.000000000000000000e+00
4.221655750464754497e-01,-2.243661891046960788e-01,0.000000000000000000e+00
-3.688179557124647845e-01,-2.429448945277225824e-01,0.000000000000000000e+00
2.517064720625395990e-01,2.996950073148367255e-01,0.000000000000000000e+00
1.427254365785160184e+00,1.024546573145797140e-01,1.000000000000000000e+00
-1.147795089320863826e-01,-4.197399067029617403e-01,0.000000000000000000e+00
1.628767627885295388e+00,1.141342396235692225e-01,1.000000000000000000e+00
