feature_1,feature_2,target
-1.110005971794715052e+00,-1.601862242247962698e+00,0.000000000000000000e+00
-1.421381513483470638e+00,-9.447848524293450678e-01,0.000000000000000000e+00
1.994174156005292242e-01,-3.426449149802512223e-02,0.000000000000000000e+00
-6.102659430013791519e-01,6.638089931642023878e-01,0.000000000000000000e+00
7.674966990124668653e-01,1.388537349826243772e-01,0.000000000000000000e+00
-1.835364944614669147e-01,-2.810425276612091849e-01,0.000000000000000000e+00
1.092432185886848872e+00,-5.080279800142434299e-01,0.000000000000000000e+00
4.666854460755199829e-01,4.106144078325816849e-01,0.000000000000000000e+00
-1.198482763736670842e+00,1.391603712887857558e+00,0.000000000000000000e+00
-1.520965780493458208e+00,6.305389316300096247e-01,0.000000000000000000e+00
-4.773739218007038709e-01,-9.095354873346831459e-01,0.000000000000000000e+00
3.136666494185847753e+00,-1.332155193722269093e+00,1.000000000000000000e+00
1.802842777592215562e+00,9.058819729709475244e-01,0.000000000000000000e+00
5.324973162091469758e-01,4.153120151445119923e-01,0.000000000000000000e+00
1.818776796436661014e+00,4.899452111369422824e-01,0.000000000000000000e+00
8.995279247677303580e-01,-7.060314620053605994e-01,0.000000000000000000e+00
-1.110984157458383859e+00,9.024229329271936662e-01,0.000000000000000000e+00
-5.238302954352331842e-01,-6.811725208375969398e-01,0.000000000000000000e+00
-6.967238141877976632e-02,-8.386782628664776196e-01,0.000000000000000000e+00
-7.666902337694165848e-01,3.523901615723875613e-01,0.000000000000000000e+00
-3.314386584958383120e-01,-5.373723368024302394e-02,1.000000000000000000e+00
6.407953674797274290e-01,-9.530560773382023010e-01,0.000000000000000000e+00
7.775333780603295164e-01,1.850164182590562589e+00,0.000000000000000000e+00
-2.959426215965740292e-01,-3.403150623451858259e-01,0.000000000000000000e+00
6.028439624632130345e-01,-3.078134375366817554e+00,0.000000000000000000e+00
3.219169122193548671e-01,1.871581512128495939e-01,0.000000000000000000e+00
-6.252044073522200485e-01,1.901019090897797525e+00,0.000000000000000000e+00
-6.634577157529072400e-01,1.949887907103178830e-01,0.000000000000000000e+00
4.607189139087393137e-01,1.530058000683087727e-01,0.000000000000000000e+00
-7.089263160003747011e-01,4.632484736777758849e-01,0.000000000000000000e+00
1.111374969738046170e+00,-1.269985360697791776e+00,0.000000000000000000e+00
8.801445048065832388e-01,-1.113920774987529339e-01,0.000000000000000000e+00
1.467903430121758834e+00,6.674487561182065321e-01,0.000000000000000000e+00
-3.425146229090492156e-01,1.533661160392199241e+00,0.000000000000000000e+00
2.579599647653124106e-01,-1.232291494505696638e+00,0.000000000000000000e+00
-1.096113977043332799e+00,8.613494881267725889e-01,0.000000000000000000e+00
1.678259140489949175e+00,4.496303382963076634e-02,0.000000000000000000e+00
3.355967771311368697e+00,-1.568682028030865316e+00,1.000000000000000000e+00
3.956158948702259703e-02,7.702765681799339514e-01,0.000000000000000000e+00
1.574907617445714614e+00,9.968925635473823155e-01,0.000000000000000000e+00
-2.279003249509592433e-01,6.531376542246829509e-01,0.000000000000000000e+00
7.268860704999063893e-01,-8.638860486565294039e-01,0.000000000000000000e+00
1.323980987902009021e+00,-6.318732336689580897e-01,0.000000000000000000e+00
-4.462443684664999521e-01,-1.264999672546971987e-01,0.000000000000000000e+00
-4.491540656886909288e-01,-5.813252817430644703e-02,0.000000000000000000e+00
-6.987946392364747794e-01,4.498495633065975885e-01,0.000000000000000000e+00
1.184577517165299465e+00,5.499082873156373452e-01,0.000000000000000000e+00
-1.887167951178889691e-01,1.694339799633476140e+00,0.000000000000000000e+00
-8.417007564114991069e-01,5.650443624141678889e-01,0.000000000000000000e+00
-1.182053250355193263e+00,3.941805718279247639e-01,0.000000000000000000e+00
7.009169100429105681e-01,9.825941323140051364e-02,0.000000000000000000e+00
-2.582661544073925342e-01,3.560114723397529990e-01,0.000000000000000000e+00
1.536558093593326291e+00,1.000270476864996816e+00,1.000000000000000000e+00
-9.863717967427176880e-01,1.577456533893322854e+00,0.000000000000000000e+00
3.627323525353658984e-01,-2.966715210809298120e-01,0.000000000000000000e+00
1.796605530864470612e+00,2.270739798610916349e+00,0.000000000000000000e+00
1.526537218399371731e+00,-2.293034044948905337e-01,0.000000000000000000e+00
3.603514735115564971e-01,6.871358146305927006e-01,0.000000000000000000e+00
1.538381411140857247e-01,-9.854075920643510234e-01,0.000000000000000000e+00
-2.091346991634344565e+00,-7.491346649392863766e-01,0.000000000000000000e+00
-3.142072957142312828e-01,-7.556342659532562234e-01,0.000000000000000000e+00
2.944686916230071505e-01,8.325909310207209035e-01,0.000000000000000000e+00
-8.470160980377938742e-01,3.790381787144055797e-02,0.000000000000000000e+00
3.054939674883207612e+00,-9.222922784626599313e-01,1.000000000000000000e+00
1.525446234164235193e+00,5.044372154523180107e-01,0.000000000000000000e+00
3.607135079276808654e-01,8.069071626926115348e-01,0.000000000000000000e+00
-1.120127396393051145e+00,1.204535218591367363e+00,0.000000000000000000e+00
9.480620882066214117e-01,-7.443589059216034753e-01,0.000000000000000000e+00
-1.762567756618021564e+00,-1.603357703035755533e+00,0.000000000000000000e+00
-9.669302221346145476e-01,3.156564892906462139e-01,0.000000000000000000e+00
6.114104284494086272e-01,-1.721502949923249703e+00,0.000000000000000000e+00
-1.070894922250181097e-01,2.025173170739702488e+00,0.000000000000000000e+00
5.491988443663392561e-01,7.195279377328281933e-01,0.000000000000000000e+00
4.830639547324004912e-01,-6.764342979886708296e-01,0.000000000000000000e+00
1.566477909034724447e-01,-1.989794840948414079e+00,0.000000000000000000e+00
1.095545787710907382e+00,1.879338890388150274e-01,0.000000000000000000e+00
4.901448775190635487e-01,-1.128998434051801253e-01,0.000000000000000000e+00
9.647461889636335108e-01,4.751993886721850302e-01,0.000000000000000000e+00
-1.219122260576543049e+00,-2.799929137816137281e-01,0.000000000000000000e+00
3.695592735369089832e-01,7.654439925661236099e-01,0.000000000000000000e+00
2.450717790617365499e-02,2.022212706758262368e-01,0.000000000000000000e+00
4.159028315452260038e-01,1.604894832897895141e-01,0.000000000000000000e+00
-2.550899153691772725e-02,-3.364127066059745541e-01,0.000000000000000000e+00
1.570755884016588722e+00,-1.666741101117825280e-02,0.000000000000000000e+00
1.726876061727236900e-01,-1.838137966411967694e+00,0.000000000000000000e+00
-1.063755723151174892e-01,-3.167698982778249239e-01,0.000000000000000000e+00
1.304790564653400375e+00,4.886189358750470113e-01,0.000000000000000000e+00
-3.811059329202268753e-01,3.182462718520699951e-01,0.000000000000000000e+00
-1.031405105397731115e+00,-1.942293314973486229e+00,0.000000000000000000e+00
2.139557579614370653e+00,1.659957651619294650e+00,1.000000000000000000e+00
2.399742101353010970e-01,1.660485733954037757e+00,0.000000000000000000e+00
3.162868561489473040e-01,-1.073534414320936881e+00,0.000000000000000000e+00
5.422926735014981237e-01,2.173882028971484193e+00,0.000000000000000000e+00
1.519599932591998659e+00,1.921855807586388520e+00,0.000000000000000000e+00
-8.858231829268978785e-01,-1.530533630026984948e+00,0.000000000000000000e+00
6.621690269554426633e-01,4.667575416306307678e-01,0.000000000000000000e+00
-6.483429064336397596e-02,1.036437877924367257e+00,0.000000000000000000e+00
3.539575840147006214e-01,-5.756063418780834606e-01,0.000000000000000000e+00
4.762388678319663948e-01,-1.712985169032162247e+00,1.000000000000000000e+00
-8.356861335385390444e-01,6.363774114246133484e-01,0.000000000000000000e+00
-4.875199816587371116e-01,4.199257326251517597e-01,0.000000000000000000e+00
-5.816510669420319468e-01,1.420584055508342658e-01,0.000000000000000000e+00
-1.509571610531431407e+00,6.382651498376408217e-01,0.000000000000000000e+00
9.334018182893125126e-02,-1.557708576541111611e+00,0.000000000000000000e+00
2.905220031224263755e-01,-6.056463337817941106e-01,0.000000000000000000e+00
9.847820858395945898e-01,5.920896958995426340e-01,0.000000000000000000e+00
-3.077825789204007845e-01,-7.848871982625769128e-01,0.000000000000000000e+00
1.602460029693208998e-01,9.322710886576142386e-02,0.000000000000000000e+00
8.167742809680825777e-01,1.906622523578995310e+00,0.000000000000000000e+00
-3.936169713946876536e-01,3.829607557675430707e-01,0.000000000000000000e+00
2.391290464848124242e-01,-2.154496980873572276e-01,0.000000000000000000e+00
3.530510772430003885e-01,-8.360803522681559130e-01,0.000000000000000000e+00
2.070649618543165538e-01,-7.666423887565959605e-01,0.000000000000000000e+00
1.887044709524773878e-01,-1.375018217490737493e+00,0.000000000000000000e+00
-9.974286794929073663e-01,-1.346992330529714899e-01,0.000000000000000000e+00
2.998407984816922611e-01,-1.314151600364286965e-01,0.000000000000000000e+00
-4.736945253661564159e-01,7.357039586986703350e-01,0.000000000000000000e+00
3.693874748949699249e-01,-4.898237895476559300e-01,0.000000000000000000e+00
-2.684660395390972010e-01,-8.887108934090620638e-01,0.000000000000000000e+00
-1.443862208925108803e-01,-9.562627509558200289e-01,0.000000000000000000e+00
1.245073728367397381e+00,-2.750877416246357288e-01,1.000000000000000000e+00
-3.152647497647285968e-02,-8.588337624604350795e-01,0.000000000000000000e+00
